"lakename","lakeid","year4","daynum","sampledate","division","genus","species","description","concentration","gal_dimension","mean_individ_vol","mean_individ_biovol","total_vol","total_biovol" 
"East Long Lake","E",1995,226,1995-08-14,"Chlorophyta","Chlamydomonas","platystigma",NA,816.027,5.5,NA,41.071,NA,0.034
"East Long Lake","E",1995,226,1995-08-14,"Cryptophyta","Chroomonas",NA,NA,295.159,9.9,NA,118.667,NA,0.035
"East Long Lake","E",1995,226,1995-08-14,"Chlorophyta","Closterium","moniliferum",NA,1.461,88,NA,4017.277,NA,0.006
"East Long Lake","E",1995,226,1995-08-14,"Cryptophyta","Cryptomonas","erosa",NA,286.41,13.75,NA,240.871,NA,0.069
"East Long Lake","E",1995,226,1995-08-14,"Cryptophyta","Cryptomonas","ovata",NA,24.842,38.5,NA,4842.215,NA,0.12
"East Long Lake","E",1995,226,1995-08-14,"Bacillariophyta","Cyclotella",NA,NA,17.362,6.6,NA,78.99,NA,0.001
"East Long Lake","E",1995,226,1995-08-14,"Chlorophyta","Cystomonas","starrii",NA,21.919,13.2,NA,1202.883,NA,0.026
"East Long Lake","E",1995,226,1995-08-14,"Euglenophyta","Euglena",NA,NA,7.306,22,NA,3009.125,NA,0.022
"East Long Lake","E",1995,226,1995-08-14,"Miscellaneous","Gonyostomum","semen",NA,27.764,52.25,NA,9571.453,NA,0.266
"East Long Lake","E",1995,226,1995-08-14,"Pyrrhophyta","Gymnodinium",NA,"sp. 1",23.38,18.15,NA,1121.206,NA,0.026
"East Long Lake","E",1995,226,1995-08-14,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",1909.851,2.2,NA,5.569,NA,0.011
"East Long Lake","E",1995,226,1995-08-14,"Chlorophyta","Monomastix","astigmata",NA,86.811,6.6,NA,27.957,NA,0.002
"East Long Lake","E",1995,226,1995-08-14,"Chlorophyta","Oocystis","parva",NA,1.461,13.2,NA,534.615,NA,0.001
"East Long Lake","E",1995,226,1995-08-14,"Chlorophyta","Scenedesmus","longus",NA,17.362,16.5,NA,100.304,NA,0.002
"East Long Lake","E",1995,226,1995-08-14,"Chlorophyta","Schroederia","judayi",NA,14.613,27.5,NA,36.807,NA,0.001
"East Long Lake","E",1995,226,1995-08-14,"Euglenophyta","Trachelomonas",NA,NA,4.384,17.6,NA,2851.279,NA,0.013
"West Long Lake","W",1995,227,1995-08-15,"Chlorophyta","Crucigenia","apiculata",NA,52.087,12.1,NA,89.102,NA,0.005
"West Long Lake","W",1995,227,1995-08-15,"Chlorophyta","Crucigenia","quadrata",NA,26.043,13.2,NA,348.48,NA,0.009
"West Long Lake","W",1995,227,1995-08-15,"Chlorophyta","Crucigenia","rectangularis",NA,130.217,33,NA,1180.608,NA,0.154
"West Long Lake","W",1995,227,1995-08-15,"Cryptophyta","Cryptomonas","caudata",NA,26.043,11,NA,567.513,NA,0.015
"West Long Lake","W",1995,227,1995-08-15,"Cryptophyta","Cryptomonas","erosa",NA,156.261,18.7,NA,614.684,NA,0.096
"West Long Lake","W",1995,227,1995-08-15,"Cryptophyta","Cryptomonas","ovata",NA,4.384,28.6,NA,1980.148,NA,0.009
"West Long Lake","W",1995,227,1995-08-15,"Chlorophyta","Cystomonas","starrii",NA,4765.946,9.763,NA,497.982,NA,2.373
"West Long Lake","W",1995,227,1995-08-15,"Pyrrhophyta",NA,NA,"Dinoflagellate-excysting",4.384,44,NA,33858.936,NA,0.148
"West Long Lake","W",1995,227,1995-08-15,"Chlorophyta","Elakatothrix","gelatinosa",NA,52.087,24.75,NA,42.384,NA,0.002
"West Long Lake","W",1995,227,1995-08-15,"Bacillariophyta","Fragilaria","construens",NA,4.384,35.2,NA,706.141,NA,0.003
"West Long Lake","W",1995,227,1995-08-15,"Pyrrhophyta","Gymnodinium",NA,"sp. 2",4.384,13.2,NA,427.692,NA,0.002
"West Long Lake","W",1995,227,1995-08-15,"Cyanophyta","Merismopedia","tenuissima",NA,26.043,44,NA,801.922,NA,0.021
"West Long Lake","W",1995,227,1995-08-15,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",3125.211,2.2,NA,5.569,NA,0.017
"West Long Lake","W",1995,227,1995-08-15,"Chlorophyta","Monomastix","astigmata",NA,2213.691,7.7,NA,45.753,NA,0.101
"West Long Lake","W",1995,227,1995-08-15,"Chlorophyta","Oocystis","parva",NA,130.217,12.65,NA,455.954,NA,0.059
"West Long Lake","W",1995,227,1995-08-15,"Chlorophyta","Oocystis","pusilla",NA,26.043,4.4,NA,11.138,NA,0
"West Long Lake","W",1995,227,1995-08-15,"Chlorophyta","Scenedesmus","brasiliensis",NA,26.043,22,NA,167.174,NA,0.004
"West Long Lake","W",1995,227,1995-08-15,"Chlorophyta","Sphaerocystis","schroeteri",NA,4.384,30.8,NA,712.82,NA,0.003
"West Long Lake","W",1995,227,1995-08-15,"Chrysophyta","Uroglena",NA,"single",26.043,4.4,NA,44.636,NA,0.001
"Peter Lake","R",1995,228,1995-08-16,"Cyanophyta","Anabaena","macrospora",NA,260.434,228.067,NA,10600.409,NA,2.761
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Ankistrodesmus","convolutus",NA,26.043,11,NA,50.192,NA,0.001
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Chlamydomonas",NA,NA,26.043,6.6,NA,66.827,NA,0.002
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Cosmarium",NA,"bumpy",4.384,17.6,NA,1095.67,NA,0.005
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Cosmarium","tenue",NA,26.043,8.8,NA,136.959,NA,0.004
"Peter Lake","R",1995,228,1995-08-16,"Cryptophyta","Cryptomonas","caudata",NA,52.087,11,NA,567.513,NA,0.03
"Peter Lake","R",1995,228,1995-08-16,"Cryptophyta","Cryptomonas","erosa",NA,234.391,13.2,NA,220.367,NA,0.052
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Cystomonas","starrii",NA,26.043,11,NA,696.113,NA,0.018
"Peter Lake","R",1995,228,1995-08-16,"Pyrrhophyta",NA,NA,"Dinoflagellate cyst",4.384,26.4,NA,7313.53,NA,0.032
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Gloeococcus","minor",NA,52.087,22,NA,996.834,NA,0.052
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Gloeocystis",NA,NA,26.043,22,NA,696.113,NA,0.018
"Peter Lake","R",1995,228,1995-08-16,"Pyrrhophyta","Gymnodinium",NA,"sp. 1",4.384,22,NA,1980.055,NA,0.009
"Peter Lake","R",1995,228,1995-08-16,"Pyrrhophyta","Gymnodinium",NA,"sp. 2",104.174,13.2,NA,427.692,NA,0.045
"Peter Lake","R",1995,228,1995-08-16,"Pyrrhophyta","Gymnodinium",NA,"sp. 3",26.043,8.8,NA,126.724,NA,0.003
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Haematococcus",NA,NA,26.043,19.8,NA,801.922,NA,0.021
"Peter Lake","R",1995,228,1995-08-16,"Chrysophyta","Mallomonas",NA,NA,26.043,22,NA,501.201,NA,0.013
"Peter Lake","R",1995,228,1995-08-16,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",2083.474,2.2,NA,5.569,NA,0.012
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Monoraphidium","capricornutum",NA,14063.447,4.033,NA,5.11,NA,0.072
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta",NA,NA,"non-motile chorococcales",364.608,4.4,NA,44.551,NA,0.016
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Oocystis","parva",NA,208.347,13.2,NA,300.721,NA,0.063
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Oocystis","pusilla",NA,26.043,13.2,NA,33.413,NA,0.001
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Quadrigula","lacustris",NA,26.043,66,NA,167.174,NA,0.004
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Sphaerocystis","schroeteri",NA,11784.648,15.308,NA,214.867,NA,2.532
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Staurastrum","gladiosum",NA,26.043,33,NA,9913.142,NA,0.258
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Staurastrum","iotanum",NA,338.564,27.5,NA,763.036,NA,0.258
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Staurastrum","tetracerum",NA,156.261,38.5,NA,253.534,NA,0.04
"Peter Lake","R",1995,228,1995-08-16,"Bacillariophyta","Synedra",NA,NA,78.13,55,NA,137.918,NA,0.011
"Peter Lake","R",1995,228,1995-08-16,"Chlorophyta","Teilingia","granulata",NA,364.608,7.15,NA,100.936,NA,0.037
"Paul Lake","L",1995,229,1995-08-17,"Cyanophyta","Anabaena","flos-aquae",NA,10.229,59.4,NA,2237.307,NA,0.023
"Paul Lake","L",1995,229,1995-08-17,"Chlorophyta","Arthrodesmus","subulatus",NA,4.384,77,NA,18264,NA,0.08
"Paul Lake","L",1995,229,1995-08-17,"Chrysophyta",NA,NA,"Chrysophyte cyst",1.461,4.4,NA,44.551,NA,0
"Paul Lake","L",1995,229,1995-08-17,"Chlorophyta","Crucigenia","rectangularis",NA,59.912,25.96,NA,1363.268,NA,0.082
"Paul Lake","L",1995,229,1995-08-17,"Cryptophyta","Cryptomonas",NA,"sp. 1",1.461,8.8,NA,66.268,NA,0
"Paul Lake","L",1995,229,1995-08-17,"Cryptophyta","Cryptomonas","caudata",NA,156.261,9.075,NA,468.198,NA,0.073
"Paul Lake","L",1995,229,1995-08-17,"Cryptophyta","Cryptomonas","erosa",NA,30.687,15.95,NA,376.967,NA,0.012
"Paul Lake","L",1995,229,1995-08-17,"Chrysophyta","Dinobryon","bavaricum",NA,5.845,66,NA,161,NA,0.001
"Paul Lake","L",1995,229,1995-08-17,"Chrysophyta","Dinobryon",NA,"cyst",4.384,44,NA,206,NA,0.001
"Paul Lake","L",1995,229,1995-08-17,"Chrysophyta","Dinobryon","divergens",NA,10.229,126.5,NA,1442,NA,0.015
"Paul Lake","L",1995,229,1995-08-17,"Chlorophyta","Elakatothrix","gelatinosa",NA,2.923,38.5,NA,147.23,NA,0
"Paul Lake","L",1995,229,1995-08-17,"Pyrrhophyta","Gymnodinium",NA,"sp. 1",7.306,27.5,NA,4067.032,NA,0.03
"Paul Lake","L",1995,229,1995-08-17,"Pyrrhophyta","Gymnodinium",NA,"sp. 2",1.461,11,NA,247.507,NA,0
"Paul Lake","L",1995,229,1995-08-17,"Chrysophyta","Kephyrion",NA,"sp. 1",52.087,6.6,NA,150.36,NA,0.008
"Paul Lake","L",1995,229,1995-08-17,"Chrysophyta","Kephyrion",NA,"sp. 2",26.043,6.6,NA,150.36,NA,0.004
"Paul Lake","L",1995,229,1995-08-17,"Chrysophyta","Mallomonaas","acaroides",NA,2.923,88,NA,1603.844,NA,0.005
"Paul Lake","L",1995,229,1995-08-17,"Chrysophyta","Mallomonaas","akrokomos",NA,1.461,22,NA,100.384,NA,0
"Paul Lake","L",1995,229,1995-08-17,"Chrysophyta","Mallomonaas","caudata",NA,1.461,26.4,NA,2405.767,NA,0.004
"Paul Lake","L",1995,229,1995-08-17,"Cyanophyta","Merismopedia","tenuissima",NA,10.229,38.28,NA,392.051,NA,0.004
"Paul Lake","L",1995,229,1995-08-17,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",2604.342,2.2,NA,5.569,NA,0.015
"Paul Lake","L",1995,229,1995-08-17,"Miscellaneous",NA,NA,"Misc. micros, 2 flagella",130.217,5.5,NA,55.689,NA,0.007
"Paul Lake","L",1995,229,1995-08-17,"Chrysophyta","Monodus","clavata",NA,1.461,26.4,NA,214.153,NA,0
"Paul Lake","L",1995,229,1995-08-17,"Chlorophyta","Monomastix","astigmata",NA,703.172,7.15,NA,36.175,NA,0.025
"Paul Lake","L",1995,229,1995-08-17,"Chlorophyta","Oocystis","parva",NA,8.768,20.68,NA,1449.586,NA,0.013
"Paul Lake","L",1995,229,1995-08-17,"Pyrrhophyta","Peridinium","umbonatum",NA,1.461,13.2,NA,903.887,NA,0.001
"Paul Lake","L",1995,229,1995-08-17,"Chlorophyta","Schizochlamys","compacta",NA,7.306,22,NA,1202.883,NA,0.009
"Paul Lake","L",1995,229,1995-08-17,"Chlorophyta","Schroederia","judayi",NA,1.461,26.4,NA,35.335,NA,0
"Paul Lake","L",1995,229,1995-08-17,"Chlorophyta","Sphaerocystis","schroeteri",NA,16.074,26.4,NA,522.085,NA,0.008
"Paul Lake","L",1995,229,1995-08-17,"Chrysophyta","Stichogloea","olivacea",NA,37.993,19.8,NA,1025.606,NA,0.039
"Paul Lake","L",1995,229,1995-08-17,"Bacillariophyta","Synedra",NA,NA,1.461,132,NA,1324.015,NA,0.002
"Paul Lake","L",1995,229,1995-08-17,"Chlorophyta","Tetracystis","pulchra",NA,280.565,23.467,NA,3489.847,NA,0.979
"East Long Lake","E",1995,233,1995-08-21,"Chlorophyta","Carteria","globulosa",NA,260.434,7.15,NA,69.178,NA,0.018
"East Long Lake","E",1995,233,1995-08-21,"Chlorophyta","Chlamydomonas","platystigma",NA,52.087,6.6,NA,37.59,NA,0.002
"East Long Lake","E",1995,233,1995-08-21,"Cryptophyta","Chroomonas",NA,NA,3698.166,11,NA,156.967,NA,0.58
"East Long Lake","E",1995,233,1995-08-21,"Cryptophyta","Cryptomonas","erosa",NA,844.984,14.3,NA,256.644,NA,0.217
"East Long Lake","E",1995,233,1995-08-21,"Cryptophyta","Cryptomonas","ovata",NA,72.333,28.6,NA,2015.299,NA,0.146
"East Long Lake","E",1995,233,1995-08-21,"Chlorophyta","Cystomonas","starrii",NA,118.363,13.2,NA,1202.883,NA,0.142
"East Long Lake","E",1995,233,1995-08-21,"Miscellaneous","Gonyostomum","semen",NA,26.303,47.3,NA,8521.843,NA,0.224
"East Long Lake","E",1995,233,1995-08-21,"Pyrrhophyta","Gymnodinium",NA,"sp. 1",59.182,19.25,NA,1362.773,NA,0.081
"East Long Lake","E",1995,233,1995-08-21,"Pyrrhophyta","Gymnodinium",NA,"sp. 2",39.454,13.2,NA,427.692,NA,0.017
"East Long Lake","E",1995,233,1995-08-21,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",2604.342,2.2,NA,5.569,NA,0.015
"East Long Lake","E",1995,233,1995-08-21,"Chlorophyta","Monomastix","astigmata",NA,1458.432,5.775,NA,20.094,NA,0.029
"East Long Lake","E",1995,233,1995-08-21,"Chlorophyta","Schizochlamys","compacta",NA,3.288,22,NA,4811.533,NA,0.016
"East Long Lake","E",1995,233,1995-08-21,"Chlorophyta","Schroederia","judayi",NA,29.591,24.2,NA,32.391,NA,0.001
"East Long Lake","E",1995,233,1995-08-21,"Chlorophyta","Ulothrix",NA,NA,3.288,154,NA,9361.722,NA,0.031
"West Long Lake","W",1995,234,1995-08-22,"Cyanophyta","Aphanocapsa","delicatissima",NA,52.087,31.167,NA,24.31,NA,0.001
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Chlamydomonas","globosa",NA,17.362,5.5,NA,87.014,NA,0.002
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Chlamydomonas","platystigma",NA,17.362,8.8,NA,200.481,NA,0.003
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Crucigenia","apiculata",NA,52.087,8.8,NA,44.551,NA,0.002
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Crucigenia","quadrata",NA,17.362,22,NA,392.04,NA,0.007
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Crucigenia","rectangularis",NA,34.725,66,NA,37.59,NA,0.001
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Crucigenia","truncata",NA,34.725,13.2,NA,145.2,NA,0.005
"West Long Lake","W",1995,234,1995-08-22,"Cryptophyta","Cryptomonas","caudata",NA,34.725,11,NA,567.513,NA,0.02
"West Long Lake","W",1995,234,1995-08-22,"Cryptophyta","Cryptomonas","erosa",NA,86.811,16.133,NA,386.957,NA,0.034
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Cystomonas","starrii",NA,4305.846,9.9,NA,565.592,NA,2.435
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Elakatothrix","gelatinosa",NA,17.362,22,NA,35.692,NA,0.001
"West Long Lake","W",1995,234,1995-08-22,"Pyrrhophyta","Gymnodinium",NA,"sp. 1",13.151,22,NA,1980.055,NA,0.026
"West Long Lake","W",1995,234,1995-08-22,"Pyrrhophyta","Gymnodinium",NA,"sp. 2",8.768,16.5,NA,846.473,NA,0.007
"West Long Lake","W",1995,234,1995-08-22,"Pyrrhophyta","Gymnodinium",NA,"sp. 3",17.362,8.8,NA,126.724,NA,0.002
"West Long Lake","W",1995,234,1995-08-22,"Chrysophyta","Mallomonaas","caudata",NA,17.362,44,NA,2088.339,NA,0.036
"West Long Lake","W",1995,234,1995-08-22,"Cyanophyta","Merismopedia","tenuissima",NA,260.434,43.175,NA,757.371,NA,0.197
"West Long Lake","W",1995,234,1995-08-22,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",1302.171,2.2,NA,5.569,NA,0.007
"West Long Lake","W",1995,234,1995-08-22,"Miscellaneous",NA,NA,"Misc. micros, 2 flagella",173.623,4.4,NA,18.099,NA,0.003
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Monomastix","astigmata",NA,1597.33,6.875,NA,32.066,NA,0.051
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta",NA,NA,"non-motile chorococcales",121.536,4.4,NA,44.551,NA,0.005
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Oocystis","parva",NA,52.087,12.467,NA,131.797,NA,0.007
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Scenedesmus","bijuga",NA,17.362,8.8,NA,100.304,NA,0.002
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Scenedesmus","brasiliensis",NA,17.362,11,NA,100.304,NA,0.002
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Scenedesmus","denticulatus",NA,17.362,13.2,NA,413.755,NA,0.007
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Schroederia","judayi",NA,17.362,33,NA,44.169,NA,0.001
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Selenastrum","minutum",NA,34.725,6.6,NA,33.445,NA,0.001
"West Long Lake","W",1995,234,1995-08-22,"Chlorophyta","Sphaerocystis","schroeteri",NA,17.362,11,NA,44.551,NA,0.001
"Peter Lake","R",1995,235,1995-08-23,"Cyanophyta","Anabaena","macrospora",NA,104.174,88,NA,4978.6,NA,0.519
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Ankistrodesmus","convolutus",NA,34.725,11,NA,22.308,NA,0.001
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Chlamydomonas",NA,NA,17.362,11,NA,445.512,NA,0.008
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Cosmarium",NA,"bumpy",6.576,17.6,NA,1095.67,NA,0.007
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Cosmarium","tenue",NA,17.362,11,NA,267.497,NA,0.005
"Peter Lake","R",1995,235,1995-08-23,"Cryptophyta","Cryptomonas","erosa",NA,69.449,13.2,NA,194.68,NA,0.014
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Elakatothrix","gelatinosa",NA,52.087,18.333,NA,28.256,NA,0.001
"Peter Lake","R",1995,235,1995-08-23,"Pyrrhophyta","Gymnodinium",NA,"sp. 1",34.725,22,NA,1980.055,NA,0.069
"Peter Lake","R",1995,235,1995-08-23,"Pyrrhophyta","Gymnodinium",NA,"sp. 2",69.449,13.75,NA,490.559,NA,0.034
"Peter Lake","R",1995,235,1995-08-23,"Pyrrhophyta","Gymnodinium",NA,"sp. 3",17.362,8.8,NA,126.724,NA,0.002
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Haematococcus",NA,NA,17.362,19.8,NA,801.922,NA,0.014
"Peter Lake","R",1995,235,1995-08-23,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",1041.737,2.2,NA,5.569,NA,0.006
"Peter Lake","R",1995,235,1995-08-23,"Miscellaneous",NA,NA,"Misc. micros, 2 flagella",651.086,3.85,NA,31.673,NA,0.021
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Monoraphidium","capricornutum",NA,69.449,4.4,NA,5.574,NA,0
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta",NA,NA,"non-motile chorococcales",520.868,4.4,NA,44.551,NA,0.023
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Oocystis","parva",NA,607.68,13.2,NA,534.615,NA,0.325
"Peter Lake","R",1995,235,1995-08-23,"Cyanophyta","Oscillatoria","limnetica",NA,6.576,110,NA,940.351,NA,0.006
"Peter Lake","R",1995,235,1995-08-23,"Pyrrhophyta","Peridinium","umbonatum",NA,17.362,13.2,NA,903.887,NA,0.016
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Quadrigula","lacustris",NA,69.449,28.05,NA,76.795,NA,0.005
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Sphaerocystis","schroeteri",NA,9050.089,15.308,NA,214.867,NA,1.945
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Staurastrum","iotanum",NA,468.782,33,NA,384.414,NA,0.18
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Staurastrum","tetracerum",NA,434.057,33,NA,217.315,NA,0.094
"Peter Lake","R",1995,235,1995-08-23,"Bacillariophyta","Synedra",NA,NA,17.362,33,NA,82.751,NA,0.001
"Peter Lake","R",1995,235,1995-08-23,"Chlorophyta","Teilingia","granulata",NA,1215.36,6.6,NA,75.18,NA,0.091
"Paul Lake","L",1995,236,1995-08-24,"Cyanophyta","Anabaena","flos-aquae",NA,2.192,22,NA,1425.639,NA,0.003
"Paul Lake","L",1995,236,1995-08-24,"Chlorophyta","Arthrodesmus","subulatus",NA,2.192,66,NA,18264,NA,0.04
"Paul Lake","L",1995,236,1995-08-24,"Chlorophyta",NA,NA,"chlorophyte cyst",4.384,17.6,NA,2851.279,NA,0.013
"Paul Lake","L",1995,236,1995-08-24,"Chrysophyta",NA,NA,"Chrysophyte cyst",4.384,7.7,NA,370.332,NA,0.002
"Paul Lake","L",1995,236,1995-08-24,"Chlorophyta","Crucigenia","rectangularis",NA,175.353,23.467,NA,1102.643,NA,0.193
"Paul Lake","L",1995,236,1995-08-24,"Cryptophyta","Cryptomonas","caudata",NA,234.391,8.8,NA,454.01,NA,0.106
"Paul Lake","L",1995,236,1995-08-24,"Cryptophyta","Cryptomonas","erosa",NA,8.768,13.2,NA,194.68,NA,0.002
"Paul Lake","L",1995,236,1995-08-24,"Cryptophyta","Cryptomonas","ovata",NA,6.576,26.4,NA,1557.44,NA,0.01
"Paul Lake","L",1995,236,1995-08-24,"Chrysophyta","Dinobryon","bavaricum",NA,6.576,73.333,NA,161,NA,0.001
"Paul Lake","L",1995,236,1995-08-24,"Chrysophyta","Dinobryon","bavaricum",NA,2.192,132,NA,322,NA,0.001
"Paul Lake","L",1995,236,1995-08-24,"Chrysophyta","Dinobryon",NA,"cyst",2.192,44,NA,206,NA,0
"Paul Lake","L",1995,236,1995-08-24,"Chrysophyta","Dinobryon","divergens",NA,8.768,93.867,NA,343.333,NA,0.003
"Paul Lake","L",1995,236,1995-08-24,"Chlorophyta","Elakatothrix","gelatinosa",NA,2.192,101.2,NA,401.536,NA,0.001
"Paul Lake","L",1995,236,1995-08-24,"Cyanophyta","Gomphosphaeria","lacustris",NA,2.192,30.8,NA,3759.01,NA,0.008
"Paul Lake","L",1995,236,1995-08-24,"Pyrrhophyta","Gymnodinium",NA,"sp. 3",6.576,8.8,NA,126.724,NA,0.001
"Paul Lake","L",1995,236,1995-08-24,"Chrysophyta","Mallomonaas","akrokomos",NA,2.192,13.2,NA,107.076,NA,0
"Paul Lake","L",1995,236,1995-08-24,"Cyanophyta","Merismopedia","tenuissima",NA,59.182,26.125,NA,287.495,NA,0.017
"Paul Lake","L",1995,236,1995-08-24,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",4166.947,2.2,NA,5.569,NA,0.023
"Paul Lake","L",1995,236,1995-08-24,"Miscellaneous",NA,NA,"Misc. micros, 2 flagella",260.434,5.5,NA,87.014,NA,0.023
"Paul Lake","L",1995,236,1995-08-24,"Chrysophyta","Monodus","clavata",NA,2.192,26.4,NA,214.153,NA,0
"Paul Lake","L",1995,236,1995-08-24,"Chlorophyta","Monomastix","astigmata",NA,390.651,6.05,NA,22.068,NA,0.009
"Paul Lake","L",1995,236,1995-08-24,"Bacillariophyta","Navicula","cryptocephala",NA,2.192,26.4,NA,264.803,NA,0.001
"Paul Lake","L",1995,236,1995-08-24,"Chrysophyta","Ochromonas",NA,NA,26.043,4.4,NA,44.551,NA,0.001
"Paul Lake","L",1995,236,1995-08-24,"Chlorophyta","Oocystis","parva",NA,19.727,20.35,NA,1083.152,NA,0.021
"Paul Lake","L",1995,236,1995-08-24,"Chlorophyta","Oocystis","pusilla",NA,2.192,13.2,NA,150.36,NA,0
"Paul Lake","L",1995,236,1995-08-24,"Chlorophyta","Sphaerocystis","schroeteri",NA,8.768,17.6,NA,242.421,NA,0.002
"Paul Lake","L",1995,236,1995-08-24,"Chrysophyta","Stichogloea","olivacea",NA,28.495,18.92,NA,1241.866,NA,0.035
"Paul Lake","L",1995,236,1995-08-24,"Chlorophyta","Tetracystis","pulchra",NA,558.939,23.467,NA,3489.847,NA,1.951
"East Long Lake","E",1995,240,1995-08-28,"Cryptophyta","Chroomonas",NA,NA,130.217,12.1,NA,214.103,NA,0.028
"East Long Lake","E",1995,240,1995-08-28,"Chlorophyta","Closterium","moniliferum",NA,1.096,132,NA,669.546,NA,0.001
"East Long Lake","E",1995,240,1995-08-28,"Cryptophyta","Cryptomonas","erosa",NA,9.864,13.2,NA,194.68,NA,0.002
"East Long Lake","E",1995,240,1995-08-28,"Cryptophyta","Cryptomonas","ovata",NA,19.727,35.933,NA,3937.163,NA,0.078
"East Long Lake","E",1995,240,1995-08-28,"Chlorophyta","Cystomonas","starrii",NA,69.045,13.2,NA,1202.883,NA,0.083
"East Long Lake","E",1995,240,1995-08-28,"Miscellaneous","Gonyostomum","semen",NA,30.687,59.4,NA,14595.485,NA,0.448
"East Long Lake","E",1995,240,1995-08-28,"Pyrrhophyta","Gymnodinium",NA,"sp. 1",35.071,19.25,NA,1362.773,NA,0.048
"East Long Lake","E",1995,240,1995-08-28,"Chrysophyta","Mallomonaas","acaroides",NA,84.389,26.4,NA,1737.498,NA,0.147
"East Long Lake","E",1995,240,1995-08-28,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",1823.039,2.2,NA,5.569,NA,0.01
"East Long Lake","E",1995,240,1995-08-28,"Chlorophyta","Monomastix","astigmata",NA,156.261,6.6,NA,27.957,NA,0.004
"East Long Lake","E",1995,240,1995-08-28,"Chlorophyta","Oocystis","borgei",NA,1.096,17.6,NA,1603.844,NA,0.002
