site,block,species,value,dataset_id,year,treatment,treatment_type,design,timepoints,time_since_disturbance,realm,taxon,metric,unit,comment
site_3000,3,EPHEM,1,hershey_2016,1987,impact_3000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_4000,3,EPHEM,2,hershey_2016,1987,impact_4000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,1,EPHEM,2,hershey_2016,1988,control_-1000,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,1,EPHEM,2,hershey_2016,1988,control_-400,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,1,EPHEM,4,hershey_2016,1988,impact_140,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,1,EPHEM,2,hershey_2016,1988,impact_1000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,1,EPHEM,1,hershey_2016,1988,impact_1400,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,2,EPHEM,5,hershey_2016,1988,control_-1000,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,2,EPHEM,7,hershey_2016,1988,control_-500,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,2,EPHEM,3,hershey_2016,1988,control_-400,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,2,EPHEM,1,hershey_2016,1988,impact_140,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,2,EPHEM,1,hershey_2016,1988,impact_340,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,2,EPHEM,1,hershey_2016,1988,impact_2000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,2,EPHEM,1,hershey_2016,1988,impact_3000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,3,EPHEM,1,hershey_2016,1988,control_-500,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,3,EPHEM,3,hershey_2016,1988,control_-400,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-100,3,EPHEM,1,hershey_2016,1988,control_-100,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,3,EPHEM,5,hershey_2016,1988,impact_140,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,3,EPHEM,9,hershey_2016,1988,impact_340,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,3,EPHEM,1,hershey_2016,1988,impact_590,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,3,EPHEM,3,hershey_2016,1988,impact_740,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,3,EPHEM,1,hershey_2016,1988,impact_3000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,A,EPHEM,3,hershey_2016,1993,impact_340,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,A,EPHEM,22,hershey_2016,1993,impact_1000,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2100,A,EPHEM,12,hershey_2016,1993,impact_2100,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2500,A,EPHEM,35,hershey_2016,1993,impact_2500,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,EPHEM,8,hershey_2016,1993,impact_3000,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1600,A,EPHEM,3,hershey_2016,1994,impact_1600,eutrophication,AI,T6,10,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,A,EPHEM,15,hershey_2016,1994,impact_2000,eutrophication,AI,T6,10,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2500,A,EPHEM,17,hershey_2016,1994,impact_2500,eutrophication,AI,T6,10,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,EPHEM,10,hershey_2016,1994,impact_3000,eutrophication,AI,T6,10,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,EPHEM,22,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,EPHEM,26,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,EPHEM,43,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,B,EPHEM,3,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,A,EPHEM,24,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,B,EPHEM,16,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,A,EPHEM,65,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,B,EPHEM,17,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,A,EPHEM,41,hershey_2016,1996,impact_1200,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,B,EPHEM,90,hershey_2016,1996,impact_1200,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,A,EPHEM,91,hershey_2016,1996,impact_740,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,B,EPHEM,101,hershey_2016,1996,impact_740,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,A,EPHEM,5,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,A,EPHEM,1,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,B,EPHEM,2,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,EPHEM,30,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,EPHEM,25,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,EPHEM,18,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
